state,county,fips,abbreviation
Iowa,Osceola,19143,IA
Iowa,Page,19145,IA
Iowa,Palo Alto,19147,IA
Iowa,Plymouth,19149,IA
Iowa,Pocahontas,19151,IA
Iowa,Polk,19153,IA
Iowa,Pottawattamie,19155,IA
Iowa,Poweshiek,19157,IA
Iowa,Ringgold,19159,IA
Iowa,Sac,19161,IA
Iowa,Scott,19163,IA
Iowa,Shelby,19165,IA
Iowa,Sioux,19167,IA
Iowa,Story,19169,IA
Iowa,Tama,19171,IA
Iowa,Taylor,19173,IA
Iowa,Union,19175,IA
Iowa,Unknown,NA,IA
Iowa,Van Buren,19177,IA
Iowa,Wapello,19179,IA
Iowa,Warren,19181,IA
Iowa,Washington,19183,IA
Iowa,Wayne,19185,IA
Iowa,Webster,19187,IA
Iowa,Winnebago,19189,IA
Iowa,Winneshiek,19191,IA
Iowa,Woodbury,19193,IA
Iowa,Worth,19195,IA
Iowa,Wright,19197,IA
Kansas,Allen,20001,KS
Kansas,Anderson,20003,KS
Kansas,Atchison,20005,KS
Kansas,Barber,20007,KS
Kansas,Barton,20009,KS
Kansas,Bourbon,20011,KS
Kansas,Brown,20013,KS
Kansas,Butler,20015,KS
Kansas,Chase,20017,KS
Kansas,Chautauqua,20019,KS
Kansas,Cherokee,20021,KS
Kansas,Cheyenne,20023,KS
Kansas,Clark,20025,KS
Kansas,Clay,20027,KS
Kansas,Cloud,20029,KS
Kansas,Coffey,20031,KS
Kansas,Comanche,20033,KS
Kansas,Cowley,20035,KS
Kansas,Crawford,20037,KS
Kansas,Decatur,20039,KS
Kansas,Dickinson,20041,KS
Kansas,Doniphan,20043,KS
Kansas,Douglas,20045,KS
Kansas,Edwards,20047,KS
Kansas,Elk,20049,KS
Kansas,Ellis,20051,KS
Kansas,Ellsworth,20053,KS
Kansas,Finney,20055,KS
Kansas,Ford,20057,KS
Kansas,Franklin,20059,KS
Kansas,Geary,20061,KS
Kansas,Gove,20063,KS
Kansas,Graham,20065,KS
Kansas,Grant,20067,KS
Kansas,Gray,20069,KS
Kansas,Greeley,20071,KS
Kansas,Greenwood,20073,KS
Kansas,Hamilton,20075,KS
Kansas,Harper,20077,KS
Kansas,Harvey,20079,KS
Kansas,Haskell,20081,KS
Kansas,Hodgeman,20083,KS
Kansas,Jackson,20085,KS
Kansas,Jefferson,20087,KS
Kansas,Jewell,20089,KS
Kansas,Johnson,20091,KS
Kansas,Kearny,20093,KS
Kansas,Kingman,20095,KS
Kansas,Kiowa,20097,KS
Kansas,Labette,20099,KS
Kansas,Lane,20101,KS
Kansas,Leavenworth,20103,KS
Kansas,Lincoln,20105,KS
Kansas,Linn,20107,KS
Kansas,Logan,20109,KS
Kansas,Lyon,20111,KS
Kansas,Marion,20115,KS
Kansas,Marshall,20117,KS
Kansas,McPherson,20113,KS
Kansas,Meade,20119,KS
Kansas,Miami,20121,KS
Kansas,Mitchell,20123,KS
Kansas,Montgomery,20125,KS
Kansas,Morris,20127,KS
Kansas,Morton,20129,KS
Kansas,Nemaha,20131,KS
Kansas,Neosho,20133,KS
Kansas,Ness,20135,KS
Kansas,Norton,20137,KS
Kansas,Osage,20139,KS
Kansas,Osborne,20141,KS
Kansas,Ottawa,20143,KS
Kansas,Pawnee,20145,KS
Kansas,Phillips,20147,KS
Kansas,Pottawatomie,20149,KS
Kansas,Pratt,20151,KS
Kansas,Rawlins,20153,KS
Kansas,Reno,20155,KS
Kansas,Republic,20157,KS
Kansas,Rice,20159,KS
Kansas,Riley,20161,KS
Kansas,Rooks,20163,KS
Kansas,Rush,20165,KS
Kansas,Russell,20167,KS
Kansas,Saline,20169,KS
Kansas,Scott,20171,KS
Kansas,Sedgwick,20173,KS
Kansas,Seward,20175,KS
Kansas,Shawnee,20177,KS
Kansas,Sheridan,20179,KS
Kansas,Sherman,20181,KS
Kansas,Smith,20183,KS
Kansas,Stafford,20185,KS
Kansas,Stanton,20187,KS
Kansas,Stevens,20189,KS
Kansas,Sumner,20191,KS
Kansas,Thomas,20193,KS
Kansas,Trego,20195,KS
Kansas,Unknown,NA,KS
Kansas,Wabaunsee,20197,KS
Kansas,Wallace,20199,KS
Kansas,Washington,20201,KS
Kansas,Wichita,20203,KS
Kansas,Wilson,20205,KS
Kansas,Woodson,20207,KS
Kansas,Wyandotte,20209,KS
Kentucky,Adair,21001,KY
Kentucky,Allen,21003,KY
Kentucky,Anderson,21005,KY
Kentucky,Ballard,21007,KY
Kentucky,Barren,21009,KY
Kentucky,Bath,21011,KY
Kentucky,Bell,21013,KY
Kentucky,Boone,21015,KY
Kentucky,Bourbon,21017,KY
Kentucky,Boyd,21019,KY
Kentucky,Boyle,21021,KY
Kentucky,Bracken,21023,KY
Kentucky,Breathitt,21025,KY
Kentucky,Breckinridge,21027,KY
Kentucky,Bullitt,21029,KY
Kentucky,Butler,21031,KY
Kentucky,Caldwell,21033,KY
Kentucky,Calloway,21035,KY
Kentucky,Campbell,21037,KY
Kentucky,Carlisle,21039,KY
Kentucky,Carroll,21041,KY
Kentucky,Carter,21043,KY
Kentucky,Casey,21045,KY
Kentucky,Christian,21047,KY
Kentucky,Clark,21049,KY
Kentucky,Clay,21051,KY
Kentucky,Clinton,21053,KY
Kentucky,Crittenden,21055,KY
Kentucky,Cumberland,21057,KY
Kentucky,Daviess,21059,KY
Kentucky,Edmonson,21061,KY
Kentucky,Elliott,21063,KY
Kentucky,Estill,21065,KY
Kentucky,Fayette,21067,KY
Kentucky,Fleming,21069,KY
Kentucky,Floyd,21071,KY
Kentucky,Franklin,21073,KY
Kentucky,Fulton,21075,KY
Kentucky,Gallatin,21077,KY
Kentucky,Garrard,21079,KY
Kentucky,Grant,21081,KY
Kentucky,Graves,21083,KY
Kentucky,Grayson,21085,KY
Kentucky,Green,21087,KY
Kentucky,Greenup,21089,KY
Kentucky,Hancock,21091,KY
Kentucky,Hardin,21093,KY
Kentucky,Harlan,21095,KY
Kentucky,Harrison,21097,KY
Kentucky,Hart,21099,KY
Kentucky,Henderson,21101,KY
Kentucky,Henry,21103,KY
Kentucky,Hickman,21105,KY
Kentucky,Hopkins,21107,KY
Kentucky,Jackson,21109,KY
Kentucky,Jefferson,21111,KY
Kentucky,Jessamine,21113,KY
Kentucky,Johnson,21115,KY
Kentucky,Kenton,21117,KY
Kentucky,Knott,21119,KY
Kentucky,Knox,21121,KY
Kentucky,Larue,21123,KY
Kentucky,Laurel,21125,KY
Kentucky,Lawrence,21127,KY
Kentucky,Lee,21129,KY
Kentucky,Leslie,21131,KY
Kentucky,Letcher,21133,KY
Kentucky,Lewis,21135,KY
Kentucky,Lincoln,21137,KY
Kentucky,Livingston,21139,KY
Kentucky,Logan,21141,KY
Kentucky,Lyon,21143,KY
Kentucky,Madison,21151,KY
Kentucky,Magoffin,21153,KY
Kentucky,Marion,21155,KY
Kentucky,Marshall,21157,KY
Kentucky,Martin,21159,KY
Kentucky,Mason,21161,KY
Kentucky,McCracken,21145,KY
Kentucky,McCreary,21147,KY
Kentucky,McLean,21149,KY
Kentucky,Meade,21163,KY
Kentucky,Menifee,21165,KY
Kentucky,Mercer,21167,KY
Kentucky,Metcalfe,21169,KY
Kentucky,Monroe,21171,KY
Kentucky,Montgomery,21173,KY
Kentucky,Morgan,21175,KY
Kentucky,Muhlenberg,21177,KY
Kentucky,Nelson,21179,KY
Kentucky,Nicholas,21181,KY
Kentucky,Ohio,21183,KY
Kentucky,Oldham,21185,KY
Kentucky,Owen,21187,KY
Kentucky,Owsley,21189,KY
Kentucky,Pendleton,21191,KY
Kentucky,Perry,21193,KY
Kentucky,Pike,21195,KY
Kentucky,Powell,21197,KY
Kentucky,Pulaski,21199,KY
Kentucky,Robertson,21201,KY
Kentucky,Rockcastle,21203,KY
Kentucky,Rowan,21205,KY
Kentucky,Russell,21207,KY
Kentucky,Scott,21209,KY
Kentucky,Shelby,21211,KY
Kentucky,Simpson,21213,KY
Kentucky,Spencer,21215,KY
Kentucky,Taylor,21217,KY
Kentucky,Todd,21219,KY
Kentucky,Trigg,21221,KY
Kentucky,Trimble,21223,KY
Kentucky,Union,21225,KY
Kentucky,Unknown,NA,KY
Kentucky,Warren,21227,KY
Kentucky,Washington,21229,KY
Kentucky,Wayne,21231,KY
Kentucky,Webster,21233,KY
Kentucky,Whitley,21235,KY
Kentucky,Wolfe,21237,KY
Kentucky,Woodford,21239,KY
Louisiana,Acadia,22001,LA
Louisiana,Allen,22003,LA
Louisiana,Ascension,22005,LA
Louisiana,Assumption,22007,LA
Louisiana,Avoyelles,22009,LA
Louisiana,Beauregard,22011,LA
Louisiana,Bienville,22013,LA
Louisiana,Bossier,22015,LA
Louisiana,Caddo,22017,LA
Louisiana,Calcasieu,22019,LA
Louisiana,Caldwell,22021,LA
Louisiana,Cameron,22023,LA
Louisiana,Catahoula,22025,LA
Louisiana,Claiborne,22027,LA
Louisiana,Concordia,22029,LA
Louisiana,De Soto,22031,LA
Louisiana,East Baton Rouge,22033,LA
Louisiana,East Carroll,22035,LA
Louisiana,East Feliciana,22037,LA
Louisiana,Evangeline,22039,LA
Louisiana,Franklin,22041,LA
Louisiana,Grant,22043,LA
Louisiana,Iberia,22045,LA
Louisiana,Iberville,22047,LA
Louisiana,Jackson,22049,LA
Louisiana,Jefferson,22051,LA
Louisiana,Jefferson Davis,22053,LA
Louisiana,Lafayette,22055,LA
Louisiana,Lafourche,22057,LA
Louisiana,LaSalle,22059,LA
Louisiana,Lincoln,22061,LA
Louisiana,Livingston,22063,LA
Louisiana,Madison,22065,LA
Louisiana,Morehouse,22067,LA
Louisiana,Natchitoches,22069,LA
Louisiana,Orleans,22071,LA
Louisiana,Ouachita,22073,LA
Louisiana,Plaquemines,22075,LA
Louisiana,Pointe Coupee,22077,LA
Louisiana,Rapides,22079,LA
Louisiana,Red River,22081,LA
Louisiana,Richland,22083,LA
Louisiana,Sabine,22085,LA
Louisiana,St. Bernard,22087,LA
Louisiana,St. Charles,22089,LA
Louisiana,St. Helena,22091,LA
Louisiana,St. James,22093,LA
Louisiana,St. John the Baptist,22095,LA
Louisiana,St. Landry,22097,LA
Louisiana,St. Martin,22099,LA
Louisiana,St. Mary,22101,LA
Louisiana,St. Tammany,22103,LA
Louisiana,Tangipahoa,22105,LA
Louisiana,Tensas,22107,LA
Louisiana,Terrebonne,22109,LA
Louisiana,Union,22111,LA
Louisiana,Unknown,NA,LA
Louisiana,Vermilion,22113,LA
Louisiana,Vernon,22115,LA
Louisiana,Washington,22117,LA
Louisiana,Webster,22119,LA
Louisiana,West Baton Rouge,22121,LA
Louisiana,West Carroll,22123,LA
Louisiana,West Feliciana,22125,LA
Louisiana,Winn,22127,LA
Maine,Androscoggin,23001,ME
Maine,Aroostook,23003,ME
Maine,Cumberland,23005,ME
Maine,Franklin,23007,ME
Maine,Hancock,23009,ME
Maine,Kennebec,23011,ME
Maine,Knox,23013,ME
Maine,Lincoln,23015,ME
Maine,Oxford,23017,ME
Maine,Penobscot,23019,ME
Maine,Piscataquis,23021,ME
Maine,Sagadahoc,23023,ME
Maine,Somerset,23025,ME
Maine,Unknown,NA,ME
Maine,Waldo,23027,ME
Maine,Washington,23029,ME
Maine,York,23031,ME
Maryland,Allegany,24001,MD
Maryland,Anne Arundel,24003,MD
Maryland,Baltimore,24005,MD
Maryland,Baltimore city,24510,MD
Maryland,Calvert,24009,MD
Maryland,Caroline,24011,MD
Maryland,Carroll,24013,MD
Maryland,Cecil,24015,MD
Maryland,Charles,24017,MD
Maryland,Dorchester,24019,MD
Maryland,Frederick,24021,MD
Maryland,Garrett,24023,MD
Maryland,Harford,24025,MD
Maryland,Howard,24027,MD
Maryland,Kent,24029,MD
Maryland,Montgomery,24031,MD
Maryland,Prince George's,24033,MD
Maryland,Queen Anne's,24035,MD
Maryland,Somerset,24039,MD
Maryland,St. Mary's,24037,MD
Maryland,Talbot,24041,MD
Maryland,Unknown,NA,MD
Maryland,Washington,24043,MD
Maryland,Wicomico,24045,MD
Maryland,Worcester,24047,MD
Massachusetts,Barnstable,25001,MA
Massachusetts,Berkshire,25003,MA
Massachusetts,Bristol,25005,MA
Massachusetts,Dukes,25007,MA
Massachusetts,Essex,25009,MA
Massachusetts,Franklin,25011,MA
Massachusetts,Hampden,25013,MA
Massachusetts,Hampshire,25015,MA
Massachusetts,Middlesex,25017,MA
Massachusetts,Nantucket,25019,MA
Massachusetts,Norfolk,25021,MA
Massachusetts,Plymouth,25023,MA
Massachusetts,Suffolk,25025,MA
Massachusetts,Unknown,NA,MA
Massachusetts,Worcester,25027,MA
Michigan,Alcona,26001,MI
Michigan,Alger,26003,MI
Michigan,Allegan,26005,MI
Michigan,Alpena,26007,MI
Michigan,Antrim,26009,MI
Michigan,Arenac,26011,MI
Michigan,Baraga,26013,MI
Michigan,Barry,26015,MI
Michigan,Bay,26017,MI
Michigan,Benzie,26019,MI
Michigan,Berrien,26021,MI
Michigan,Branch,26023,MI
Michigan,Calhoun,26025,MI
Michigan,Cass,26027,MI
Michigan,Charlevoix,26029,MI
Michigan,Cheboygan,26031,MI
Michigan,Chippewa,26033,MI
Michigan,Clare,26035,MI
Michigan,Clinton,26037,MI
Michigan,Crawford,26039,MI
Michigan,Delta,26041,MI
Michigan,Dickinson,26043,MI
Michigan,Eaton,26045,MI
Michigan,Emmet,26047,MI
Michigan,Genesee,26049,MI
Michigan,Gladwin,26051,MI
Michigan,Gogebic,26053,MI
Michigan,Grand Traverse,26055,MI
Michigan,Gratiot,26057,MI
Michigan,Hillsdale,26059,MI
Michigan,Houghton,26061,MI
Michigan,Huron,26063,MI
Michigan,Ingham,26065,MI
Michigan,Ionia,26067,MI
Michigan,Iosco,26069,MI
Michigan,Iron,26071,MI
Michigan,Isabella,26073,MI
Michigan,Jackson,26075,MI
Michigan,Kalamazoo,26077,MI
Michigan,Kalkaska,26079,MI
Michigan,Kent,26081,MI
Michigan,Keweenaw,26083,MI
Michigan,Lake,26085,MI
Michigan,Lapeer,26087,MI
Michigan,Leelanau,26089,MI
Michigan,Lenawee,26091,MI
Michigan,Livingston,26093,MI
Michigan,Luce,26095,MI
Michigan,Mackinac,26097,MI
Michigan,Macomb,26099,MI
Michigan,Manistee,26101,MI
Michigan,Marquette,26103,MI
Michigan,Mason,26105,MI
Michigan,Mecosta,26107,MI
Michigan,Menominee,26109,MI
Michigan,Midland,26111,MI
Michigan,Missaukee,26113,MI
Michigan,Monroe,26115,MI
Michigan,Montcalm,26117,MI
Michigan,Montmorency,26119,MI
Michigan,Muskegon,26121,MI
Michigan,Newaygo,26123,MI
Michigan,Oakland,26125,MI
Michigan,Oceana,26127,MI
Michigan,Ogemaw,26129,MI
Michigan,Ontonagon,26131,MI
Michigan,Osceola,26133,MI
Michigan,Oscoda,26135,MI
Michigan,Otsego,26137,MI
Michigan,Ottawa,26139,MI
Michigan,Presque Isle,26141,MI
Michigan,Roscommon,26143,MI
Michigan,Saginaw,26145,MI
Michigan,Sanilac,26151,MI
Michigan,Schoolcraft,26153,MI
Michigan,Shiawassee,26155,MI
Michigan,St. Clair,26147,MI
Michigan,St. Joseph,26149,MI
Michigan,Tuscola,26157,MI
Michigan,Unknown,NA,MI
Michigan,Van Buren,26159,MI
Michigan,Washtenaw,26161,MI
Michigan,Wayne,26163,MI
Michigan,Wexford,26165,MI
Minnesota,Aitkin,27001,MN
Minnesota,Anoka,27003,MN
Minnesota,Becker,27005,MN
Minnesota,Beltrami,27007,MN
Minnesota,Benton,27009,MN
Minnesota,Big Stone,27011,MN
Minnesota,Blue Earth,27013,MN
Minnesota,Brown,27015,MN
Minnesota,Carlton,27017,MN
Minnesota,Carver,27019,MN
Minnesota,Cass,27021,MN
Minnesota,Chippewa,27023,MN
Minnesota,Chisago,27025,MN
Minnesota,Clay,27027,MN
Minnesota,Clearwater,27029,MN
Minnesota,Cook,27031,MN
Minnesota,Cottonwood,27033,MN
Minnesota,Crow Wing,27035,MN
Minnesota,Dakota,27037,MN
Minnesota,Dodge,27039,MN
Minnesota,Douglas,27041,MN
Minnesota,Faribault,27043,MN
Minnesota,Fillmore,27045,MN
Minnesota,Freeborn,27047,MN
Minnesota,Goodhue,27049,MN
Minnesota,Grant,27051,MN
Minnesota,Hennepin,27053,MN
Minnesota,Houston,27055,MN
Minnesota,Hubbard,27057,MN
Minnesota,Isanti,27059,MN
Minnesota,Itasca,27061,MN
Minnesota,Jackson,27063,MN
Minnesota,Kanabec,27065,MN
Minnesota,Kandiyohi,27067,MN
Minnesota,Kittson,27069,MN
Minnesota,Koochiching,27071,MN
Minnesota,Lac qui Parle,27073,MN
Minnesota,Lake,27075,MN
Minnesota,Lake of the Woods,27077,MN
Minnesota,Le Sueur,27079,MN
Minnesota,Lincoln,27081,MN
Minnesota,Lyon,27083,MN
Minnesota,Mahnomen,27087,MN
Minnesota,Marshall,27089,MN
Minnesota,Martin,27091,MN
Minnesota,McLeod,27085,MN
Minnesota,Meeker,27093,MN
Minnesota,Mille Lacs,27095,MN
Minnesota,Morrison,27097,MN
Minnesota,Mower,27099,MN
Minnesota,Murray,27101,MN
Minnesota,Nicollet,27103,MN
Minnesota,Nobles,27105,MN
Minnesota,Norman,27107,MN
Minnesota,Olmsted,27109,MN
Minnesota,Otter Tail,27111,MN
Minnesota,Pennington,27113,MN
Minnesota,Pine,27115,MN
Minnesota,Pipestone,27117,MN
Minnesota,Polk,27119,MN
Minnesota,Pope,27121,MN
Minnesota,Ramsey,27123,MN
Minnesota,Red Lake,27125,MN
Minnesota,Redwood,27127,MN
Minnesota,Renville,27129,MN
Minnesota,Rice,27131,MN
Minnesota,Rock,27133,MN
Minnesota,Roseau,27135,MN
Minnesota,Scott,27139,MN
Minnesota,Sherburne,27141,MN
Minnesota,Sibley,27143,MN
Minnesota,St. Louis,27137,MN
Minnesota,Stearns,27145,MN
Minnesota,Steele,27147,MN
Minnesota,Stevens,27149,MN
Minnesota,Swift,27151,MN
Minnesota,Todd,27153,MN
Minnesota,Traverse,27155,MN
Minnesota,Unknown,NA,MN
Minnesota,Wabasha,27157,MN
Minnesota,Wadena,27159,MN
Minnesota,Waseca,27161,MN
Minnesota,Washington,27163,MN
Minnesota,Watonwan,27165,MN
Minnesota,Wilkin,27167,MN
Minnesota,Winona,27169,MN
Minnesota,Wright,27171,MN
Minnesota,Yellow Medicine,27173,MN
Mississippi,Adams,28001,MS
Mississippi,Alcorn,28003,MS
Mississippi,Amite,28005,MS
Mississippi,Attala,28007,MS
Mississippi,Benton,28009,MS
Mississippi,Bolivar,28011,MS
Mississippi,Calhoun,28013,MS
Mississippi,Carroll,28015,MS
Mississippi,Chickasaw,28017,MS
Mississippi,Choctaw,28019,MS
Mississippi,Claiborne,28021,MS
Mississippi,Clarke,28023,MS
Mississippi,Clay,28025,MS
Mississippi,Coahoma,28027,MS
Mississippi,Copiah,28029,MS
Mississippi,Covington,28031,MS
Mississippi,DeSoto,28033,MS
Mississippi,Forrest,28035,MS
Mississippi,Franklin,28037,MS
Mississippi,George,28039,MS
Mississippi,Greene,28041,MS
Mississippi,Grenada,28043,MS
Mississippi,Hancock,28045,MS
Mississippi,Harrison,28047,MS
Mississippi,Hinds,28049,MS
Mississippi,Holmes,28051,MS
Mississippi,Humphreys,28053,MS
Mississippi,Issaquena,28055,MS
Mississippi,Itawamba,28057,MS
Mississippi,Jackson,28059,MS
Mississippi,Jasper,28061,MS
Mississippi,Jefferson,28063,MS
Mississippi,Jefferson Davis,28065,MS
Mississippi,Jones,28067,MS
Mississippi,Kemper,28069,MS
Mississippi,Lafayette,28071,MS
Mississippi,Lamar,28073,MS
Mississippi,Lauderdale,28075,MS
Mississippi,Lawrence,28077,MS
Mississippi,Leake,28079,MS
Mississippi,Lee,28081,MS
Mississippi,Leflore,28083,MS
Mississippi,Lincoln,28085,MS
Mississippi,Lowndes,28087,MS
Mississippi,Madison,28089,MS
Mississippi,Marion,28091,MS
Mississippi,Marshall,28093,MS
Mississippi,Monroe,28095,MS
Mississippi,Montgomery,28097,MS
Mississippi,Neshoba,28099,MS
Mississippi,Newton,28101,MS
Mississippi,Noxubee,28103,MS
Mississippi,Oktibbeha,28105,MS
Mississippi,Panola,28107,MS
Mississippi,Pearl River,28109,MS
Mississippi,Perry,28111,MS
Mississippi,Pike,28113,MS
Mississippi,Pontotoc,28115,MS
Mississippi,Prentiss,28117,MS
Mississippi,Quitman,28119,MS
Mississippi,Rankin,28121,MS
Mississippi,Scott,28123,MS
Mississippi,Sharkey,28125,MS
Mississippi,Simpson,28127,MS
Mississippi,Smith,28129,MS
Mississippi,Stone,28131,MS
Mississippi,Sunflower,28133,MS
Mississippi,Tallahatchie,28135,MS
Mississippi,Tate,28137,MS
Mississippi,Tippah,28139,MS
Mississippi,Tishomingo,28141,MS
Mississippi,Tunica,28143,MS
Mississippi,Union,28145,MS
Mississippi,Unknown,NA,MS
Mississippi,Walthall,28147,MS
Mississippi,Warren,28149,MS
Mississippi,Washington,28151,MS
Mississippi,Wayne,28153,MS
Mississippi,Webster,28155,MS
Mississippi,Wilkinson,28157,MS
Mississippi,Winston,28159,MS
Mississippi,Yalobusha,28161,MS
Mississippi,Yazoo,28163,MS
Missouri,Adair,29001,MO
Missouri,Andrew,29003,MO
Missouri,Atchison,29005,MO
Missouri,Audrain,29007,MO
Missouri,Barry,29009,MO
Missouri,Barton,29011,MO
Missouri,Bates,29013,MO
Missouri,Benton,29015,MO
Missouri,Bollinger,29017,MO
Missouri,Boone,29019,MO
Missouri,Buchanan,29021,MO
Missouri,Butler,29023,MO
Missouri,Caldwell,29025,MO
Missouri,Callaway,29027,MO
Missouri,Camden,29029,MO
Missouri,Cape Girardeau,29031,MO
Missouri,Carroll,29033,MO
Missouri,Carter,29035,MO
Missouri,Cass,29037,MO
Missouri,Cedar,29039,MO
Missouri,Chariton,29041,MO
Missouri,Christian,29043,MO
Missouri,Clark,29045,MO
Missouri,Clay,29047,MO
Missouri,Clinton,29049,MO
Missouri,Cole,29051,MO
Missouri,Cooper,29053,MO
Missouri,Crawford,29055,MO
Missouri,Dade,29057,MO
Missouri,Dallas,29059,MO
Missouri,Daviess,29061,MO
Missouri,DeKalb,29063,MO
Missouri,Dent,29065,MO
Missouri,Douglas,29067,MO
Missouri,Dunklin,29069,MO
Missouri,Franklin,29071,MO
Missouri,Gasconade,29073,MO
Missouri,Gentry,29075,MO
Missouri,Greene,29077,MO
Missouri,Grundy,29079,MO
Missouri,Harrison,29081,MO
Missouri,Henry,29083,MO
Missouri,Hickory,29085,MO
Missouri,Holt,29087,MO
Missouri,Howard,29089,MO
Missouri,Howell,29091,MO
Missouri,Iron,29093,MO
Missouri,Jackson,29095,MO
Missouri,Jasper,29097,MO
Missouri,Jefferson,29099,MO
Missouri,Johnson,29101,MO
Missouri,Joplin,NA,MO
Missouri,Kansas City,NA,MO
Missouri,Knox,29103,MO
Missouri,Laclede,29105,MO
Missouri,Lafayette,29107,MO
Missouri,Lawrence,29109,MO
Missouri,Lewis,29111,MO
Missouri,Lincoln,29113,MO
Missouri,Linn,29115,MO
Missouri,Livingston,29117,MO
Missouri,Macon,29121,MO
Missouri,Madison,29123,MO
Missouri,Maries,29125,MO
Missouri,Marion,29127,MO
Missouri,McDonald,29119,MO
Missouri,Mercer,29129,MO
Missouri,Miller,29131,MO
Missouri,Mississippi,29133,MO
Missouri,Moniteau,29135,MO
Missouri,Monroe,29137,MO
Missouri,Montgomery,29139,MO
Missouri,Morgan,29141,MO
Missouri,New Madrid,29143,MO
Missouri,Newton,29145,MO
Missouri,Nodaway,29147,MO
Missouri,Oregon,29149,MO
Missouri,Osage,29151,MO
Missouri,Ozark,29153,MO
Missouri,Pemiscot,29155,MO
Missouri,Perry,29157,MO
Missouri,Pettis,29159,MO
Missouri,Phelps,29161,MO
Missouri,Pike,29163,MO
Missouri,Platte,29165,MO
Missouri,Polk,29167,MO
Missouri,Pulaski,29169,MO
Missouri,Putnam,29171,MO
Missouri,Ralls,29173,MO
Missouri,Randolph,29175,MO
Missouri,Ray,29177,MO
Missouri,Reynolds,29179,MO
Missouri,Ripley,29181,MO
Missouri,Saline,29195,MO
Missouri,Schuyler,29197,MO
Missouri,Scotland,29199,MO
Missouri,Scott,29201,MO
Missouri,Shannon,29203,MO
Missouri,Shelby,29205,MO
Missouri,St. Charles,29183,MO
Missouri,St. Clair,29185,MO
Missouri,St. Francois,29187,MO
Missouri,St. Louis,29189,MO
Missouri,St. Louis city,29510,MO
Missouri,Ste. Genevieve,29186,MO
Missouri,Stoddard,29207,MO
Missouri,Stone,29209,MO
Missouri,Sullivan,29211,MO
Missouri,Taney,29213,MO
Missouri,Texas,29215,MO
Missouri,Unknown,NA,MO
Missouri,Vernon,29217,MO
Missouri,Warren,29219,MO
Missouri,Washington,29221,MO
Missouri,Wayne,29223,MO
Missouri,Webster,29225,MO
Missouri,Worth,29227,MO
Missouri,Wright,29229,MO
Montana,Beaverhead,30001,MT
Montana,Big Horn,30003,MT
Montana,Blaine,30005,MT
Montana,Broadwater,30007,MT
Montana,Carbon,30009,MT
Montana,Carter,30011,MT
Montana,Cascade,30013,MT
Montana,Chouteau,30015,MT
Montana,Custer,30017,MT
Montana,Daniels,30019,MT
Montana,Dawson,30021,MT
Montana,Deer Lodge,30023,MT
Montana,Fallon,30025,MT
Montana,Fergus,30027,MT
Montana,Flathead,30029,MT
Montana,Gallatin,30031,MT
Montana,Garfield,30033,MT
Montana,Glacier,30035,MT
Montana,Golden Valley,30037,MT
Montana,Granite,30039,MT
Montana,Hill,30041,MT
Montana,Jefferson,30043,MT
Montana,Judith Basin,30045,MT
Montana,Lake,30047,MT
Montana,Lewis and Clark,30049,MT
Montana,Liberty,30051,MT
Montana,Lincoln,30053,MT
Montana,Madison,30057,MT
Montana,McCone,30055,MT
Montana,Meagher,30059,MT
Montana,Mineral,30061,MT
Montana,Missoula,30063,MT
Montana,Musselshell,30065,MT
Montana,Park,30067,MT
Montana,Petroleum,30069,MT
Montana,Phillips,30071,MT
Montana,Pondera,30073,MT
Montana,Powder River,30075,MT
Montana,Powell,30077,MT
Montana,Prairie,30079,MT
Montana,Ravalli,30081,MT
Montana,Richland,30083,MT
Montana,Roosevelt,30085,MT
Montana,Rosebud,30087,MT
Montana,Sanders,30089,MT
Montana,Sheridan,30091,MT
Montana,Silver Bow,30093,MT
Montana,Stillwater,30095,MT
Montana,Sweet Grass,30097,MT
Montana,Teton,30099,MT
Montana,Toole,30101,MT
Montana,Treasure,30103,MT
Montana,Unknown,NA,MT
Montana,Valley,30105,MT
Montana,Wheatland,30107,MT
Montana,Wibaux,30109,MT
Montana,Yellowstone,30111,MT
Nebraska,Adams,31001,NE
Nebraska,Antelope,31003,NE
Nebraska,Arthur,31005,NE
Nebraska,Banner,31007,NE
Nebraska,Blaine,31009,NE
Nebraska,Boone,31011,NE
Nebraska,Box Butte,31013,NE
Nebraska,Boyd,31015,NE
Nebraska,Brown,31017,NE
Nebraska,Buffalo,31019,NE
Nebraska,Burt,31021,NE
Nebraska,Butler,31023,NE
Nebraska,Cass,31025,NE
Nebraska,Cedar,31027,NE
Nebraska,Chase,31029,NE
Nebraska,Cherry,31031,NE
Nebraska,Cheyenne,31033,NE
Nebraska,Clay,31035,NE
Nebraska,Colfax,31037,NE
Nebraska,Cuming,31039,NE
Nebraska,Custer,31041,NE
Nebraska,Dakota,31043,NE
Nebraska,Dawes,31045,NE
Nebraska,Dawson,31047,NE
Nebraska,Deuel,31049,NE
Nebraska,Dixon,31051,NE
Nebraska,Dodge,31053,NE
Nebraska,Douglas,31055,NE
Nebraska,Dundy,31057,NE
Nebraska,Fillmore,31059,NE
Nebraska,Franklin,31061,NE
Nebraska,Frontier,31063,NE
Nebraska,Furnas,31065,NE
Nebraska,Gage,31067,NE
Nebraska,Garden,31069,NE
