fips,pop2019,state,county,abbreviation
28085,34153,Mississippi,Lincoln,MS
28087,58595,Mississippi,Lowndes,MS
28089,106272,Mississippi,Madison,MS
28091,24573,Mississippi,Marion,MS
28093,35294,Mississippi,Marshall,MS
28095,35252,Mississippi,Monroe,MS
28097,9775,Mississippi,Montgomery,MS
28099,29118,Mississippi,Neshoba,MS
28101,21018,Mississippi,Newton,MS
28103,10417,Mississippi,Noxubee,MS
28105,49587,Mississippi,Oktibbeha,MS
28107,34192,Mississippi,Panola,MS
28109,55535,Mississippi,Pearl River,MS
28111,11973,Mississippi,Perry,MS
28113,39288,Mississippi,Pike,MS
28115,32174,Mississippi,Pontotoc,MS
28117,25126,Mississippi,Prentiss,MS
28119,6792,Mississippi,Quitman,MS
28121,155271,Mississippi,Rankin,MS
28123,28124,Mississippi,Scott,MS
28125,4321,Mississippi,Sharkey,MS
28127,26658,Mississippi,Simpson,MS
28129,15916,Mississippi,Smith,MS
28131,18336,Mississippi,Stone,MS
28133,25110,Mississippi,Sunflower,MS
28135,13809,Mississippi,Tallahatchie,MS
28137,28321,Mississippi,Tate,MS
28139,22015,Mississippi,Tippah,MS
28141,19383,Mississippi,Tishomingo,MS
28143,9632,Mississippi,Tunica,MS
28145,28815,Mississippi,Union,MS
28147,14286,Mississippi,Walthall,MS
28149,45381,Mississippi,Warren,MS
28151,43909,Mississippi,Washington,MS
28153,20183,Mississippi,Wayne,MS
28155,9689,Mississippi,Webster,MS
28157,8630,Mississippi,Wilkinson,MS
28159,17955,Mississippi,Winston,MS
28161,12108,Mississippi,Yalobusha,MS
28163,29690,Mississippi,Yazoo,MS
29001,25343,Missouri,Adair,MO
29003,17712,Missouri,Andrew,MO
29005,5143,Missouri,Atchison,MO
29007,25388,Missouri,Audrain,MO
29009,35789,Missouri,Barry,MO
29011,11754,Missouri,Barton,MO
29013,16172,Missouri,Bates,MO
29015,19443,Missouri,Benton,MO
29017,12133,Missouri,Bollinger,MO
29019,180463,Missouri,Boone,MO
29021,87364,Missouri,Buchanan,MO
29023,42478,Missouri,Butler,MO
29025,9020,Missouri,Caldwell,MO
29027,44743,Missouri,Callaway,MO
29029,46305,Missouri,Camden,MO
29031,78871,Missouri,Cape Girardeau,MO
29033,8679,Missouri,Carroll,MO
29035,5982,Missouri,Carter,MO
29037,105780,Missouri,Cass,MO
29039,14349,Missouri,Cedar,MO
29041,7426,Missouri,Chariton,MO
29043,88595,Missouri,Christian,MO
29045,6797,Missouri,Clark,MO
29047,249948,Missouri,Clay,MO
29049,20387,Missouri,Clinton,MO
29051,76745,Missouri,Cole,MO
29053,17709,Missouri,Cooper,MO
29055,23920,Missouri,Crawford,MO
29057,7561,Missouri,Dade,MO
29059,16878,Missouri,Dallas,MO
29061,8278,Missouri,Daviess,MO
29063,12547,Missouri,DeKalb,MO
29065,15573,Missouri,Dent,MO
29067,13185,Missouri,Douglas,MO
29069,29131,Missouri,Dunklin,MO
29071,103967,Missouri,Franklin,MO
29073,14706,Missouri,Gasconade,MO
29075,6571,Missouri,Gentry,MO
29077,293086,Missouri,Greene,MO
29079,9850,Missouri,Grundy,MO
29081,8352,Missouri,Harrison,MO
29083,21824,Missouri,Henry,MO
29085,9544,Missouri,Hickory,MO
29087,4403,Missouri,Holt,MO
29089,10001,Missouri,Howard,MO
29091,40117,Missouri,Howell,MO
29093,10125,Missouri,Iron,MO
29095,703011,Missouri,Jackson,MO
29097,121328,Missouri,Jasper,MO
29099,225081,Missouri,Jefferson,MO
29101,54062,Missouri,Johnson,MO
29103,3959,Missouri,Knox,MO
29105,35723,Missouri,Laclede,MO
29107,32708,Missouri,Lafayette,MO
29109,38355,Missouri,Lawrence,MO
29111,9776,Missouri,Lewis,MO
29113,59013,Missouri,Lincoln,MO
29115,11920,Missouri,Linn,MO
29117,15227,Missouri,Livingston,MO
29119,22837,Missouri,McDonald,MO
29121,15117,Missouri,Macon,MO
29123,12088,Missouri,Madison,MO
29125,8697,Missouri,Maries,MO
29127,28530,Missouri,Marion,MO
29129,3617,Missouri,Mercer,MO
29131,25619,Missouri,Miller,MO
29133,13180,Missouri,Mississippi,MO
29135,16132,Missouri,Moniteau,MO
29137,8644,Missouri,Monroe,MO
29139,11551,Missouri,Montgomery,MO
29141,20627,Missouri,Morgan,MO
29143,17076,Missouri,New Madrid,MO
29145,58236,Missouri,Newton,MO
29147,22092,Missouri,Nodaway,MO
29149,10529,Missouri,Oregon,MO
29151,13615,Missouri,Osage,MO
29153,9174,Missouri,Ozark,MO
29155,15805,Missouri,Pemiscot,MO
29157,19136,Missouri,Perry,MO
29159,42339,Missouri,Pettis,MO
29161,44573,Missouri,Phelps,MO
29163,18302,Missouri,Pike,MO
29165,104418,Missouri,Platte,MO
29167,32149,Missouri,Polk,MO
29169,52607,Missouri,Pulaski,MO
29171,4696,Missouri,Putnam,MO
29173,10309,Missouri,Ralls,MO
29175,24748,Missouri,Randolph,MO
29177,23018,Missouri,Ray,MO
29179,6270,Missouri,Reynolds,MO
29181,13288,Missouri,Ripley,MO
29183,402022,Missouri,St. Charles,MO
29185,9397,Missouri,St. Clair,MO
29186,17894,Missouri,Ste. Genevieve,MO
29187,67215,Missouri,St. Francois,MO
29189,994205,Missouri,St. Louis,MO
29195,22761,Missouri,Saline,MO
29197,4660,Missouri,Schuyler,MO
29199,4902,Missouri,Scotland,MO
29201,38280,Missouri,Scott,MO
29203,8166,Missouri,Shannon,MO
29205,5930,Missouri,Shelby,MO
29207,29025,Missouri,Stoddard,MO
29209,31952,Missouri,Stone,MO
29211,6089,Missouri,Sullivan,MO
29213,55928,Missouri,Taney,MO
29215,25398,Missouri,Texas,MO
29217,20563,Missouri,Vernon,MO
29219,35649,Missouri,Warren,MO
29221,24730,Missouri,Washington,MO
29223,12873,Missouri,Wayne,MO
29225,39592,Missouri,Webster,MO
29227,2013,Missouri,Worth,MO
29229,18289,Missouri,Wright,MO
29510,300576,Missouri,St. Louis city,MO
30001,9453,Montana,Beaverhead,MT
30003,13319,Montana,Big Horn,MT
30005,6681,Montana,Blaine,MT
30007,6237,Montana,Broadwater,MT
30009,10725,Montana,Carbon,MT
30011,1252,Montana,Carter,MT
30013,81366,Montana,Cascade,MT
30015,5635,Montana,Chouteau,MT
30017,11402,Montana,Custer,MT
30019,1690,Montana,Daniels,MT
30021,8613,Montana,Dawson,MT
30023,9140,Montana,Deer Lodge,MT
30025,2846,Montana,Fallon,MT
30027,11050,Montana,Fergus,MT
30029,103806,Montana,Flathead,MT
30031,114434,Montana,Gallatin,MT
30033,1258,Montana,Garfield,MT
30035,13753,Montana,Glacier,MT
30037,821,Montana,Golden Valley,MT
30039,3379,Montana,Granite,MT
30041,16484,Montana,Hill,MT
30043,12221,Montana,Jefferson,MT
30045,2007,Montana,Judith Basin,MT
30047,30458,Montana,Lake,MT
30049,69432,Montana,Lewis and Clark,MT
30051,2337,Montana,Liberty,MT
30053,19980,Montana,Lincoln,MT
30055,1664,Montana,McCone,MT
30057,8600,Montana,Madison,MT
30059,1862,Montana,Meagher,MT
30061,4397,Montana,Mineral,MT
30063,119600,Montana,Missoula,MT
30065,4633,Montana,Musselshell,MT
30067,16606,Montana,Park,MT
30069,487,Montana,Petroleum,MT
30071,3954,Montana,Phillips,MT
30073,5911,Montana,Pondera,MT
30075,1682,Montana,Powder River,MT
30077,6890,Montana,Powell,MT
30079,1077,Montana,Prairie,MT
30081,43806,Montana,Ravalli,MT
30083,10803,Montana,Richland,MT
30085,11004,Montana,Roosevelt,MT
30087,8937,Montana,Rosebud,MT
30089,12113,Montana,Sanders,MT
30091,3309,Montana,Sheridan,MT
30093,34915,Montana,Silver Bow,MT
30095,9642,Montana,Stillwater,MT
30097,3737,Montana,Sweet Grass,MT
30099,6147,Montana,Teton,MT
30101,4736,Montana,Toole,MT
30103,696,Montana,Treasure,MT
30105,7396,Montana,Valley,MT
30107,2126,Montana,Wheatland,MT
30109,969,Montana,Wibaux,MT
30111,161300,Montana,Yellowstone,MT
31001,31363,Nebraska,Adams,NE
31003,6298,Nebraska,Antelope,NE
31005,463,Nebraska,Arthur,NE
31007,745,Nebraska,Banner,NE
31009,465,Nebraska,Blaine,NE
31011,5192,Nebraska,Boone,NE
31013,10783,Nebraska,Box Butte,NE
31015,1919,Nebraska,Boyd,NE
31017,2955,Nebraska,Brown,NE
31019,49659,Nebraska,Buffalo,NE
31021,6459,Nebraska,Burt,NE
31023,8016,Nebraska,Butler,NE
31025,26248,Nebraska,Cass,NE
31027,8402,Nebraska,Cedar,NE
31029,3924,Nebraska,Chase,NE
31031,5689,Nebraska,Cherry,NE
31033,8910,Nebraska,Cheyenne,NE
31035,6203,Nebraska,Clay,NE
31037,10709,Nebraska,Colfax,NE
31039,8846,Nebraska,Cuming,NE
31041,10777,Nebraska,Custer,NE
31043,20026,Nebraska,Dakota,NE
31045,8589,Nebraska,Dawes,NE
31047,23595,Nebraska,Dawson,NE
31049,1794,Nebraska,Deuel,NE
31051,5636,Nebraska,Dixon,NE
31053,36565,Nebraska,Dodge,NE
31055,571327,Nebraska,Douglas,NE
31057,1693,Nebraska,Dundy,NE
31059,5462,Nebraska,Fillmore,NE
31061,2979,Nebraska,Franklin,NE
31063,2627,Nebraska,Frontier,NE
31065,4676,Nebraska,Furnas,NE
31067,21513,Nebraska,Gage,NE
31069,1837,Nebraska,Garden,NE
31071,1969,Nebraska,Garfield,NE
31073,1990,Nebraska,Gosper,NE
31075,623,Nebraska,Grant,NE
31077,2356,Nebraska,Greeley,NE
31079,61353,Nebraska,Hall,NE
31081,9324,Nebraska,Hamilton,NE
31083,3380,Nebraska,Harlan,NE
31085,922,Nebraska,Hayes,NE
31087,2762,Nebraska,Hitchcock,NE
31089,10067,Nebraska,Holt,NE
31091,682,Nebraska,Hooker,NE
31093,6445,Nebraska,Howard,NE
31095,7046,Nebraska,Jefferson,NE
31097,5071,Nebraska,Johnson,NE
31099,6495,Nebraska,Kearney,NE
31101,8034,Nebraska,Keith,NE
31103,806,Nebraska,Keya Paha,NE
31105,3632,Nebraska,Kimball,NE
31107,8332,Nebraska,Knox,NE
31109,319090,Nebraska,Lancaster,NE
31111,34914,Nebraska,Lincoln,NE
31113,748,Nebraska,Logan,NE
31115,664,Nebraska,Loup,NE
31117,494,Nebraska,McPherson,NE
31119,35099,Nebraska,Madison,NE
31121,7755,Nebraska,Merrick,NE
31123,4642,Nebraska,Morrill,NE
31125,3519,Nebraska,Nance,NE
31127,6972,Nebraska,Nemaha,NE
31129,4148,Nebraska,Nuckolls,NE
31131,16012,Nebraska,Otoe,NE
31133,2613,Nebraska,Pawnee,NE
31135,2891,Nebraska,Perkins,NE
31137,9034,Nebraska,Phelps,NE
31139,7148,Nebraska,Pierce,NE
31141,33470,Nebraska,Platte,NE
31143,5213,Nebraska,Polk,NE
31145,10724,Nebraska,Red Willow,NE
31147,7865,Nebraska,Richardson,NE
31149,1357,Nebraska,Rock,NE
31151,14224,Nebraska,Saline,NE
31153,187196,Nebraska,Sarpy,NE
31155,21578,Nebraska,Saunders,NE
31157,35618,Nebraska,Scotts Bluff,NE
31159,17284,Nebraska,Seward,NE
31161,5246,Nebraska,Sheridan,NE
31163,3001,Nebraska,Sherman,NE
31165,1166,Nebraska,Sioux,NE
31167,5920,Nebraska,Stanton,NE
31169,5003,Nebraska,Thayer,NE
31171,722,Nebraska,Thomas,NE
31173,7224,Nebraska,Thurston,NE
31175,4158,Nebraska,Valley,NE
31177,20729,Nebraska,Washington,NE
31179,9385,Nebraska,Wayne,NE
31181,3487,Nebraska,Webster,NE
31183,783,Nebraska,Wheeler,NE
31185,13679,Nebraska,York,NE
32001,24909,Nevada,Churchill,NV
32003,2266715,Nevada,Clark,NV
32005,48905,Nevada,Douglas,NV
32007,52778,Nevada,Elko,NV
32009,873,NA,NA,NA
32011,2029,Nevada,Eureka,NV
32013,16831,Nevada,Humboldt,NV
32015,5532,Nevada,Lander,NV
32017,5183,Nevada,Lincoln,NV
32019,57510,Nevada,Lyon,NV
32021,4505,Nevada,Mineral,NV
32023,46523,Nevada,Nye,NV
32027,6725,Nevada,Pershing,NV
32029,4123,Nevada,Storey,NV
32031,471519,Nevada,Washoe,NV
32033,9580,Nevada,White Pine,NV
32510,55916,Nevada,Carson City,NV
33001,61303,New Hampshire,Belknap,NH
33003,48910,New Hampshire,Carroll,NH
33005,76085,New Hampshire,Cheshire,NH
33007,31563,New Hampshire,Coos,NH
33009,89886,New Hampshire,Grafton,NH
33011,417025,New Hampshire,Hillsborough,NH
33013,151391,New Hampshire,Merrimack,NH
33015,309769,New Hampshire,Rockingham,NH
33017,130633,New Hampshire,Strafford,NH
33019,43146,New Hampshire,Sullivan,NH
34001,263670,New Jersey,Atlantic,NJ
34003,932202,New Jersey,Bergen,NJ
34005,445349,New Jersey,Burlington,NJ
34007,506471,New Jersey,Camden,NJ
34009,92039,New Jersey,Cape May,NJ
34011,149527,New Jersey,Cumberland,NJ
34013,798975,New Jersey,Essex,NJ
34015,291636,New Jersey,Gloucester,NJ
34017,672391,New Jersey,Hudson,NJ
34019,124371,New Jersey,Hunterdon,NJ
34021,367430,New Jersey,Mercer,NJ
34023,825062,New Jersey,Middlesex,NJ
34025,618795,New Jersey,Monmouth,NJ
34027,491845,New Jersey,Morris,NJ
34029,607186,New Jersey,Ocean,NJ
34031,501826,New Jersey,Passaic,NJ
34033,62385,New Jersey,Salem,NJ
34035,328934,New Jersey,Somerset,NJ
34037,140488,New Jersey,Sussex,NJ
34039,556341,New Jersey,Union,NJ
34041,105267,New Jersey,Warren,NJ
35001,679121,New Mexico,Bernalillo,NM
35003,3527,New Mexico,Catron,NM
35005,64615,New Mexico,Chaves,NM
35006,26675,New Mexico,Cibola,NM
35007,11941,New Mexico,Colfax,NM
35009,48954,New Mexico,Curry,NM
35011,1748,New Mexico,De Baca,NM
35013,218195,New Mexico,Doña Ana,NM
35015,58460,New Mexico,Eddy,NM
35017,26998,New Mexico,Grant,NM
35019,4300,New Mexico,Guadalupe,NM
35021,625,New Mexico,Harding,NM
35023,4198,New Mexico,Hidalgo,NM
35025,71070,New Mexico,Lea,NM
35027,19572,New Mexico,Lincoln,NM
35028,19369,New Mexico,Los Alamos,NM
35029,23709,New Mexico,Luna,NM
35031,71367,New Mexico,McKinley,NM
35033,4521,New Mexico,Mora,NM
35035,67490,New Mexico,Otero,NM
35037,8253,New Mexico,Quay,NM
35039,38921,New Mexico,Rio Arriba,NM
35041,18500,New Mexico,Roosevelt,NM
35043,146748,New Mexico,Sandoval,NM
35045,123958,New Mexico,San Juan,NM
35047,27277,New Mexico,San Miguel,NM
35049,150358,New Mexico,Santa Fe,NM
35051,10791,New Mexico,Sierra,NM
35053,16637,New Mexico,Socorro,NM
35055,32723,New Mexico,Taos,NM
35057,15461,New Mexico,Torrance,NM
35059,4059,New Mexico,Union,NM
35061,76688,New Mexico,Valencia,NM
36001,305506,New York,Albany,NY
36003,46091,New York,Allegany,NY
36005,1418207,NA,NA,NA
36007,190488,New York,Broome,NY
36009,76117,New York,Cattaraugus,NY
36011,76576,New York,Cayuga,NY
36013,126903,New York,Chautauqua,NY
36015,83456,New York,Chemung,NY
36017,47207,New York,Chenango,NY
36019,80485,New York,Clinton,NY
36021,59461,New York,Columbia,NY
36023,47581,New York,Cortland,NY
36025,44135,New York,Delaware,NY
36027,294218,New York,Dutchess,NY
36029,918702,New York,Erie,NY
36031,36885,New York,Essex,NY
36033,50022,New York,Franklin,NY
36035,53383,New York,Fulton,NY
36037,57280,New York,Genesee,NY
36039,47188,New York,Greene,NY
36041,4416,New York,Hamilton,NY
36043,61319,New York,Herkimer,NY
36045,109834,New York,Jefferson,NY
36047,2559903,NA,NA,NA
36049,26296,New York,Lewis,NY
36051,62914,New York,Livingston,NY
36053,70941,New York,Madison,NY
36055,741770,New York,Monroe,NY
36057,49221,New York,Montgomery,NY
36059,1356924,New York,Nassau,NY
36061,1628706,NA,NA,NA
36063,209281,New York,Niagara,NY
36065,228671,New York,Oneida,NY
36067,460528,New York,Onondaga,NY
36069,109777,New York,Ontario,NY
36071,384940,New York,Orange,NY
36073,40352,New York,Orleans,NY
36075,117124,New York,Oswego,NY
36077,59493,New York,Otsego,NY
36079,98320,New York,Putnam,NY
36081,2253858,NA,NA,NA
36083,158714,New York,Rensselaer,NY
36085,476143,NA,NA,NA
36087,325789,New York,Rockland,NY
36089,107740,New York,St. Lawrence,NY
36091,229863,New York,Saratoga,NY
36093,155299,New York,Schenectady,NY
36095,30999,New York,Schoharie,NY
36097,17807,New York,Schuyler,NY
36099,34016,New York,Seneca,NY
36101,95379,New York,Steuben,NY
36103,1476601,New York,Suffolk,NY
36105,75432,New York,Sullivan,NY
36107,48203,New York,Tioga,NY
36109,102180,New York,Tompkins,NY
36111,177573,New York,Ulster,NY
36113,63944,New York,Warren,NY
36115,61204,New York,Washington,NY
36117,89918,New York,Wayne,NY
36119,967506,New York,Westchester,NY
36121,39859,New York,Wyoming,NY
36123,24913,New York,Yates,NY
37001,169509,North Carolina,Alamance,NC
37003,37497,North Carolina,Alexander,NC
37005,11137,North Carolina,Alleghany,NC
37007,24446,North Carolina,Anson,NC
37009,27203,North Carolina,Ashe,NC
37011,17557,North Carolina,Avery,NC
37013,46994,North Carolina,Beaufort,NC
37015,18947,North Carolina,Bertie,NC
37017,32722,North Carolina,Bladen,NC
37019,142820,North Carolina,Brunswick,NC
37021,261191,North Carolina,Buncombe,NC
37023,90485,North Carolina,Burke,NC
37025,216453,North Carolina,Cabarrus,NC
37027,82178,North Carolina,Caldwell,NC
37029,10867,North Carolina,Camden,NC
37031,69473,North Carolina,Carteret,NC
37033,22604,North Carolina,Caswell,NC
37035,159551,North Carolina,Catawba,NC
37037,74470,North Carolina,Chatham,NC
37039,28612,North Carolina,Cherokee,NC
37041,13943,North Carolina,Chowan,NC
37043,11231,North Carolina,Clay,NC
37045,97947,North Carolina,Cleveland,NC
37047,55508,North Carolina,Columbus,NC
37049,102139,North Carolina,Craven,NC
37051,335509,North Carolina,Cumberland,NC
37053,27763,North Carolina,Currituck,NC
37055,37009,North Carolina,Dare,NC
37057,167609,North Carolina,Davidson,NC
37059,42846,North Carolina,Davie,NC
37061,58741,North Carolina,Duplin,NC
37063,321488,North Carolina,Durham,NC
37065,51472,North Carolina,Edgecombe,NC
37067,382295,North Carolina,Forsyth,NC
37069,69685,North Carolina,Franklin,NC
37071,224529,North Carolina,Gaston,NC
37073,11562,North Carolina,Gates,NC
37075,8441,North Carolina,Graham,NC
37077,60443,North Carolina,Granville,NC
37079,21069,North Carolina,Greene,NC
37081,537174,North Carolina,Guilford,NC
37083,50010,North Carolina,Halifax,NC
37085,135976,North Carolina,Harnett,NC
37087,62317,North Carolina,Haywood,NC
37089,117417,North Carolina,Henderson,NC
37091,23677,North Carolina,Hertford,NC
37093,55234,North Carolina,Hoke,NC
37095,4937,North Carolina,Hyde,NC
37097,181806,North Carolina,Iredell,NC
37099,43938,North Carolina,Jackson,NC
37101,209339,North Carolina,Johnston,NC
37103,9419,North Carolina,Jones,NC
37105,61779,North Carolina,Lee,NC
37107,55949,North Carolina,Lenoir,NC
37109,86111,North Carolina,Lincoln,NC
37111,45756,North Carolina,McDowell,NC
37113,35858,North Carolina,Macon,NC
37115,21755,North Carolina,Madison,NC
37117,22440,North Carolina,Martin,NC
37119,1110356,North Carolina,Mecklenburg,NC
37121,14964,North Carolina,Mitchell,NC
37123,27173,North Carolina,Montgomery,NC
37125,100880,North Carolina,Moore,NC
37127,94298,North Carolina,Nash,NC
37129,234473,North Carolina,New Hanover,NC
37131,19483,North Carolina,Northampton,NC
37133,197938,North Carolina,Onslow,NC
37135,148476,North Carolina,Orange,NC
37137,12726,North Carolina,Pamlico,NC
37139,39824,North Carolina,Pasquotank,NC
37141,63060,North Carolina,Pender,NC
37143,13463,North Carolina,Perquimans,NC
37145,39490,North Carolina,Person,NC
37147,180742,North Carolina,Pitt,NC
37149,20724,North Carolina,Polk,NC
37151,143667,North Carolina,Randolph,NC
37153,44829,North Carolina,Richmond,NC
37155,130625,North Carolina,Robeson,NC
37157,91010,North Carolina,Rockingham,NC
37159,142088,North Carolina,Rowan,NC
37161,67029,North Carolina,Rutherford,NC
37163,63531,North Carolina,Sampson,NC
37165,34823,North Carolina,Scotland,NC
37167,62806,North Carolina,Stanly,NC
37169,45591,North Carolina,Stokes,NC
37171,71783,North Carolina,Surry,NC
37173,14271,North Carolina,Swain,NC
37175,34385,North Carolina,Transylvania,NC
37177,4016,North Carolina,Tyrrell,NC
37179,239859,North Carolina,Union,NC
37181,44535,North Carolina,Vance,NC
37183,1111761,North Carolina,Wake,NC
37185,19731,North Carolina,Warren,NC
37187,11580,North Carolina,Washington,NC
37189,56177,North Carolina,Watauga,NC
37191,123131,North Carolina,Wayne,NC
37193,68412,North Carolina,Wilkes,NC
37195,81801,North Carolina,Wilson,NC
37197,37667,North Carolina,Yadkin,NC
37199,18069,North Carolina,Yancey,NC
38001,2216,North Dakota,Adams,ND
38003,10415,North Dakota,Barnes,ND
38005,6832,North Dakota,Benson,ND
38007,928,North Dakota,Billings,ND
38009,6282,North Dakota,Bottineau,ND
38011,3024,North Dakota,Bowman,ND
38013,2115,North Dakota,Burke,ND
38015,95626,North Dakota,Burleigh,ND
38017,181923,North Dakota,Cass,ND
38019,3762,North Dakota,Cavalier,ND
38021,4872,North Dakota,Dickey,ND
38023,2264,North Dakota,Divide,ND
38025,4424,North Dakota,Dunn,ND
38027,2287,North Dakota,Eddy,ND
38029,3241,North Dakota,Emmons,ND
38031,3210,North Dakota,Foster,ND
38033,1761,North Dakota,Golden Valley,ND
38035,69451,North Dakota,Grand Forks,ND
38037,2274,North Dakota,Grant,ND
38039,2231,North Dakota,Griggs,ND
38041,2499,North Dakota,Hettinger,ND
38043,2480,North Dakota,Kidder,ND
38045,4046,North Dakota,LaMoure,ND
38047,1850,North Dakota,Logan,ND
38049,5745,North Dakota,McHenry,ND
38051,2497,North Dakota,McIntosh,ND
38053,15024,North Dakota,McKenzie,ND
38055,9450,North Dakota,McLean,ND
38057,8187,North Dakota,Mercer,ND
38059,31364,North Dakota,Morton,ND
38061,10545,North Dakota,Mountrail,ND
38063,2879,North Dakota,Nelson,ND
38065,1959,North Dakota,Oliver,ND
38067,6801,North Dakota,Pembina,ND
38069,3975,North Dakota,Pierce,ND
38071,11519,North Dakota,Ramsey,ND
38073,5218,North Dakota,Ransom,ND
38075,2327,North Dakota,Renville,ND
38077,16177,North Dakota,Richland,ND
38079,14176,North Dakota,Rolette,ND
38081,3898,North Dakota,Sargent,ND
38083,1315,North Dakota,Sheridan,ND
38085,4230,North Dakota,Sioux,ND
38087,750,North Dakota,Slope,ND
38089,31489,North Dakota,Stark,ND
38091,1890,North Dakota,Steele,ND
38093,20704,North Dakota,Stutsman,ND
38095,2189,North Dakota,Towner,ND
38097,8036,North Dakota,Traill,ND
38099,10641,North Dakota,Walsh,ND
38101,67641,North Dakota,Ward,ND
38103,3834,North Dakota,Wells,ND
38105,37589,North Dakota,Williams,ND
39001,27698,Ohio,Adams,OH
39003,102351,Ohio,Allen,OH
39005,53484,Ohio,Ashland,OH
39007,97241,Ohio,Ashtabula,OH
39009,65327,Ohio,Athens,OH
39011,45656,Ohio,Auglaize,OH
39013,67006,Ohio,Belmont,OH
39015,43432,Ohio,Brown,OH
39017,383134,Ohio,Butler,OH
39019,26914,Ohio,Carroll,OH
39021,38885,Ohio,Champaign,OH
39023,134083,Ohio,Clark,OH
39025,206428,Ohio,Clermont,OH
39027,41968,Ohio,Clinton,OH
39029,101883,Ohio,Columbiana,OH
39031,36600,Ohio,Coshocton,OH
39033,41494,Ohio,Crawford,OH
39035,1235072,Ohio,Cuyahoga,OH
39037,51113,Ohio,Darke,OH
39039,38087,Ohio,Defiance,OH
39041,209177,Ohio,Delaware,OH
39043,74266,Ohio,Erie,OH
39045,157574,Ohio,Fairfield,OH
39047,28525,Ohio,Fayette,OH
39049,1316756,Ohio,Franklin,OH
39051,42126,Ohio,Fulton,OH
39053,29898,Ohio,Gallia,OH
39055,93649,Ohio,Geauga,OH
39057,168937,Ohio,Greene,OH
39059,38875,Ohio,Guernsey,OH
39061,817473,Ohio,Hamilton,OH
39063,75783,Ohio,Hancock,OH
39065,31365,Ohio,Hardin,OH
39067,15040,Ohio,Harrison,OH
39069,27006,Ohio,Henry,OH
39071,43161,Ohio,Highland,OH
39073,28264,Ohio,Hocking,OH
39075,43960,Ohio,Holmes,OH
39077,58266,Ohio,Huron,OH
39079,32413,Ohio,Jackson,OH
39081,65325,Ohio,Jefferson,OH
39083,62322,Ohio,Knox,OH
39085,230149,Ohio,Lake,OH
39087,59463,Ohio,Lawrence,OH
39089,176862,Ohio,Licking,OH
39091,45672,Ohio,Logan,OH
39093,309833,Ohio,Lorain,OH
39095,428348,Ohio,Lucas,OH
39097,44731,Ohio,Madison,OH
39099,228683,Ohio,Mahoning,OH
39101,65093,Ohio,Marion,OH
39103,179746,Ohio,Medina,OH
39105,22907,Ohio,Meigs,OH
39107,41172,Ohio,Mercer,OH
39109,106987,Ohio,Miami,OH
39111,13654,Ohio,Monroe,OH
39113,531687,Ohio,Montgomery,OH
39115,14508,Ohio,Morgan,OH
39117,35328,Ohio,Morrow,OH
39119,86215,Ohio,Muskingum,OH
39121,14424,Ohio,Noble,OH
39123,40525,Ohio,Ottawa,OH
39125,18672,Ohio,Paulding,OH
39127,36134,Ohio,Perry,OH
39129,58457,Ohio,Pickaway,OH
39131,27772,Ohio,Pike,OH
39133,162466,Ohio,Portage,OH
39135,40882,Ohio,Preble,OH
39137,33861,Ohio,Putnam,OH
39139,121154,Ohio,Richland,OH
39141,76666,Ohio,Ross,OH
39143,58518,Ohio,Sandusky,OH
39145,75314,Ohio,Scioto,OH
39147,55178,Ohio,Seneca,OH
39149,48590,Ohio,Shelby,OH
39151,370606,Ohio,Stark,OH
39153,541013,Ohio,Summit,OH
39155,197974,Ohio,Trumbull,OH
39157,91987,Ohio,Tuscarawas,OH
39159,58988,Ohio,Union,OH
39161,28275,Ohio,Van Wert,OH
39163,13085,Ohio,Vinton,OH
39165,234602,Ohio,Warren,OH
39167,59911,Ohio,Washington,OH
39169,115710,Ohio,Wayne,OH
39171,36692,Ohio,Williams,OH
39173,130817,Ohio,Wood,OH
39175,21772,Ohio,Wyandot,OH
40001,22194,Oklahoma,Adair,OK
40003,5702,Oklahoma,Alfalfa,OK
40005,13758,Oklahoma,Atoka,OK
40007,5311,Oklahoma,Beaver,OK
40009,21859,Oklahoma,Beckham,OK
40011,9429,Oklahoma,Blaine,OK
40013,47995,Oklahoma,Bryan,OK
40015,28762,Oklahoma,Caddo,OK
40017,148306,Oklahoma,Canadian,OK
40019,48111,Oklahoma,Carter,OK
40021,48657,Oklahoma,Cherokee,OK
40023,14672,Oklahoma,Choctaw,OK
40025,2137,Oklahoma,Cimarron,OK
40027,284014,Oklahoma,Cleveland,OK
40029,5495,Oklahoma,Coal,OK
40031,120749,Oklahoma,Comanche,OK
40033,5666,Oklahoma,Cotton,OK
40035,14142,Oklahoma,Craig,OK
40037,71522,Oklahoma,Creek,OK
40039,29003,Oklahoma,Custer,OK
40041,43009,Oklahoma,Delaware,OK
40043,4891,Oklahoma,Dewey,OK
40045,3859,Oklahoma,Ellis,OK
40047,61056,Oklahoma,Garfield,OK
40049,27711,Oklahoma,Garvin,OK
40051,55834,Oklahoma,Grady,OK
40053,4333,Oklahoma,Grant,OK
40055,5712,Oklahoma,Greer,OK
40057,2653,Oklahoma,Harmon,OK
40059,3688,Oklahoma,Harper,OK
40061,12627,Oklahoma,Haskell,OK
40063,13279,Oklahoma,Hughes,OK
40065,24530,Oklahoma,Jackson,OK
40067,6002,Oklahoma,Jefferson,OK
